Texto,Sarcasmo,len_chars,len_words
CN-340 Suites: siéntete mejor que en casa en una ubicación privilegiada de la Costa del Sol Occidental,0,102,17
Un padre de familia desesperado contrata a la Mafia para que proteja el termostato del resto de miembros de la familia,1,118,21
Subir los impuestos a las rentas más altas es un delito de odio,1,63,13
Es de las primeras dos.,0,23,5
"Tras 84 años desayunando, los obreros de la viga vuelven al trabajo",1,67,12
Muñeco de nieve habría preferido tener pene y testículos que vista y olfato,1,75,13
Decenas de viajeros de Renfe no pueden disimular su alegría al ver a Melendi en el vagón del silencio,1,101,19
"¿Qué figuras históricas, artistas, intelectuales, celebridades sociales nacierón un 19 de marzo?",0,96,12
El cañón de  Hurkacz triunfa en Shanghái,0,40,7
Galaxy Sound: un estreno que abre la temporada de festivales en Málaga,0,70,12
Locura en La Cibeles tras la victoria de Pedro Sánchez,1,54,10
Diez regalos perfectos para tus amigos que acaban de estrenar casa,1,66,11
Esto no es atún.,0,16,4
"La Rosaleda, con la segunda mejor entrada de la historia de Primera RFEF",0,72,13
'Regreso al futuro' en los pies,0,31,6
«Soy del Barça a tope; ¡lo vivo demasiado!»,0,43,8
El Gobierno aprueba la denominación de origen protegida para la miel de Málaga: «Es la mejor de España»,0,103,18
La odisea de las embarazadas en Nigeria para recibir atención médica,0,68,11
En defensa de los gases de efecto invernadero,0,45,8
Buen comienzo de temporada de Nadal y Moyà,0,42,8
Enamoradas de los hombres más despiadados del mundo,0,51,8
Carril bici,0,11,2
Un poco inspirado Rajoy abre el diccionario al azar para inventar nuevas leyes,1,78,13
"Todo Mozart, a un clic",0,22,5
"Garzón, con un ataque de pánico, se niega a votar por si sale él",1,64,14
Dios recurrió a un entramado de subcontratas para construir el Universo,1,71,11
"Diego, Che y Sócrates, rueguen por nosotros",0,43,7
Una niña saca los dedos del enchufe porque considera que ya está completamente cargada,1,86,14
Ana Torroja avisa de que ya se la puede mirar porque se ha puesto el maquillaje,1,79,16
"Los altos ejecutivos, desesperados por encontrar compañeras de su mismo rango a las que felicitar por el Día de la Mujer",1,120,21
50 millones de europeos piratearán las retransmisiones deportivas de este verano,0,80,11
Las Bolsas europeas sucumben ante la crisis política que vive Francia,0,69,11
UGT denuncia ante el Defensor del Pueblo el recorte del servicio de mediación laboral de Castilla y León,0,104,18
Pablo Mercado le arranca la piel al lienzo para no olvidar,0,58,11
«Juego de Tronos» 7×2: Bajo la tormenta de spoilers,1,51,9
El secreto de Kirstie Alley,0,27,5
Las efemérides más destacadas del 07 de junio,0,45,8
Solo tres coches eléctricos se cuelan entre los 100 preferidos en España,0,72,12
Nueva Caledonia después de la tormenta: “¡Aquí vivimos todos juntos!”,0,69,10
" Vaya, está tan feliz. Lo estuvieron intentando mucho tiempo.",0,61,9
"Ah, sí, porque añadir personajes innecesarios es siempre una buena idea.",1,72,11
Test: ¿Qué Pedro Sánchez eres?,1,30,5
El curioso producto desarrollado por médicos para aliviar el dolor de cabeza,0,76,12
El Memorial Manuel Becerra recupera el formato de triangular,0,60,9
Amancio Ortega dona 2000 dependientes cabreados a la Sanidad Pública,1,68,10
Logra escapar de un incendio pero se le queda el rostro de Eduardo Zaplana,1,74,14
"Las bolsas asiáticas cierran al alza, salvo Singapur y Kuala Lumpur",0,67,11
Adiós a las motos de gasolina: Honda pone fecha fin a los vehículos de dos ruedas con carburante,0,96,18
"'El conquistador de Mongolia', una película radioactiva",0,55,7
Emilio Beltrán Ruiz,0,19,3
Montehermoso desvela la faceta musical de Leonardo da Vinci,0,59,9
"Belén Asensio, oro en los Mundiales de taekwondo",0,48,8
Hemos obligado a nuestro becario a escribir un artículo de opinión sobre el tema de los becarios de Jordi Cruz,1,110,20
Diez consejos para evitar el síndrome postvacacional,1,52,7
Bono social de ayuda para telefonía e Internet: quiénes pueden beneficiarse y mejores ofertas,0,93,14
Sitios de casa donde mamá podría estar escondiendo alcohol,1,58,9
Alerta tendencia: Crocs con plataforma,0,38,5
Ana Rosa Quintana ficha a Desokupa para desalojar a Jorge Javier del plató de Sálvame,1,85,15
"Un meteorólogo despechado recuerda que, aunque Filomena parezca fría, nada es más frío que el corazón de Marisa",1,111,18
Empleado de una joyería es despedido por el método del alunizaje,1,64,11
La ONU advierte de que todo el mundo va a la suya y amenaza con sanciones,1,73,16
El Gobierno confía todo el plan de recuperación económica a que los ciudadanos logren monetizar sus respectivos podcasts,1,120,18
Un rescatador de gatos en China busca familias para adoptar a los felinos,0,73,13
Finaliza la redacción del proyecto del parking de la plaza del Ajedrez,0,70,12
"Ah, sí, claro, porque decidir qué película ver es siempre tan fácil.",1,68,12
"«¿Me dejas pasar que solo llevo una cosa?», dice una mujer que ha comprado todo el supermercado",1,95,17
La escala para medir la intensidad de los huracanes se ha quedado corta,0,71,13
Programar bien la web de Renfe ya es el sueño del 90% de los españoles,1,70,15
Herido un becario de Antena 3 al caerle encima el Peliculón,1,59,11
¿Qué motivos tienen los británicos a favor del «brexit»?,1,56,9
"Amancio Ortega, destrozado de nuevo porque se están vendiendo tazas de El Mundo Today y no es en ninguna de sus tiendas",1,119,22
Un radar de tráfico a un día de retirarse es abatido por unos vándalos,1,70,14
Nietzsche y el caballo,0,22,4
Cómo saber si el comisario Villarejo ha puesto micrófonos en tu casa,1,68,12
"Estado de los embalses en Andalucía hoy lunes, 17 de junio de 2024",0,66,13
«Puaaaaajjjj aquí hay un fiambre qué ascoooo voy a potaaar» dice una arqueóloga al encontrar una momia en perfecto estado de conservación,1,137,22
Devuelve su colchón con memoria porque sigue hablándole de su ex un año después de romper con ella,1,98,18
La segona part de «Joker» serà un biopic d’en Tortell Poltrona,1,62,11
"Ah, sí, porque ser famoso significa que la privacidad es algo opcional.",1,71,12
Un diseño arquitectónico rompedor y pensado para ahorrar agua: Vuelve el proyecto del Edificio Singular a Benalmádena,0,117,17
«Al final de la cola de la Sagrada Familia te hacen ver una iglesia»,1,68,14
Solo quiero decirte cuánto lo siento.,0,37,6
La facturación y ventas de bicicletas caen por segundo año consecutivo,0,70,11
San Francisco jugará la Super Bowl 2024 contra los Chiefs de Patrick Mahomes,0,76,13
Europa acorrala al ecopostureo,0,30,4
El Barcelona despide a Roger Grimau,0,35,6
El Barça de Aitana es un vendaval para el Levante y logra otra Supercopa,0,72,14
Grupo ANSAN recibe el Premio «Familia-Empresa 2024» de San Telmo Business School,0,80,12
El zombi 185 de «The Walking Dead» protagonizará su propio «spin-off»,1,69,11
"Eve Curie, pianista, periodista y escritora",0,43,6
"Iker Garmendia, el español en el que se fija la NBA: un jugador completo, extrovertido y buen estudiante",0,104,18
Aristóteles te echa una mano con la resaca,0,42,8
Ucrania defiende su patrimonio cultural bajo las bombas y amenazas de Putin,0,75,12
"Bien, Mortis. Escúchenme. Mi nombre es Mortis Mead de la Tierra C 137. Sé que estén asustados, porque yo lo estoy, pero esa no es razón para aceptar su destino. Somos Mortys. Nuestras relaciones con Rick no nos definen.",0,219,39
El 80% de las muertes que se producen en España se podrían evitar tocando madera,1,80,15
"Almeida anuncia que, cuando haya talado todos los árboles, empezará a asfaltar todas las aceras de Madrid",1,105,17
Putin busca profundizar los lazos comerciales con Pekín en la “pequeña Moscú” de China,0,86,14
Las empresas se tendrán que hacer cargo del coste de los divorcios derivados del teletrabajo,1,92,15
Te contamos el secreto para tener una sonrisa perfecta,0,54,9
Dios se lleva al Papa Francisco quince días para hacerle unos ajustes ,1,70,12
Cálmense todos un momento. Nunca ha existido un tío Steve. Es un parásito alienígena.,0,85,14
Audiencias: TVE conecta ya con la Puerta del Sol para empezar a explicar las Campanadas a la gente de la Logse,1,110,21
Big Mac ya no es exclusividad de McDonald's: el fallo de la Unión Europea,0,73,14
Las Series Mundiales de Triatlón reunirán en Torremolinos a más de 5.000 deportistas y generará un impacto económico de 20 millones,0,131,21
Turquía amenaza con bombardear Russian Red,1,42,6
El peruano Edgar Vásquez será el telonero de los Acordeonistas de Ecuador en su gira de la línea 3 del metro,1,108,21
Lucha por el litio: EE UU y China se disputan el oro blanco de Argentina,0,72,15
Thessaloniki: Greece's most underrated destination,0,50,5
Sopa de Letras clásica: 12 de junio de 2024,0,43,9
"“Necesito un 10, no puedo permitirme ni un fallo”: entrar en la carrera más difícil trabajando y desde la FP",0,108,20
Nuevo inventario de cartografía urbana en el Catálogo de Datos Espaciales de Andalucía,0,86,13
Una madre poeta cocina un pollo relleno de sueños y anhelos,1,59,11
Laura Fitness Trainer: «Mi favorito es la pita de falafel de Recyclo»,0,69,12
Elon Musk ya ha recorrido la mitad del océano con su submarino para apagar el fuego de Notre-Dame,1,97,18
Un repartidor de Deliveroo sabe que llegará con 12’678 minutos de retraso porque tiene un doctorado en Física,1,109,18
Bolaños esgrime la fortaleza del Estado de derecho frente a los reacios a la amnistía,0,85,15
El director del Banco de España vuelve a pasar la noche en vela preguntándose si ha cerrado bien la caja fuerte gigante,1,119,22
Terrenales,0,10,1
"Alfonso Cuarón presenta Roomba, la emotiva historia sobre el robot aspirador con el que se crio",1,95,16
Llega el «Call of Duty Homecoming» en el que el jugador vuelve a casa y debe afrontar el estrés postraumático,1,109,20
'Una noche sin luna' aspira a llevarse cuatro Premios Max,0,57,10
"«¡¡¡Ya hay panettones!!!», informa el monstruo de panettones que está entrando por la puerta",1,92,14
La Lotería Nacional organiza hoy un nuevo sorteo con los signos zodiacales,0,74,12
"Manuel Alcántara, honorífico campeón de España de boxeo",0,55,8
Nada como sentir que ganas dinero solo para devolverlo al banco.,1,64,11
El nuevo permiso de paternidad permitirá a los padres salir cinco minutos antes del trabajo para hablar de mujeres y compartir una cerveza con sus bebés,1,152,26
Una de cada seis mujeres es india: así es su lucha por la igualdad,0,66,14
Un viaje de aventura al Campamento de Badian: más de 20 años de trabajo en el Parque Nacional Niokolo Koba,0,106,20
"Spark, tableta con Linux",0,24,4
Alemania permitirá las deportaciones a Afganistán y Siria tras el ataque islamista de Mannheim,0,94,14
Consejos para evitar compras innecesarias en el supermercado,1,60,8
"El sándwich del Eme, el mejor del mundo, dicen los de Bilbao",0,60,12
"La Aguirre original, descontenta con el papel que su clon 187 llevó a cabo en un debate televisivo",1,98,18
¿Sueñan las arañas? ¿Y las sepias o los dragones barbudos? Así duermen los animales,0,83,14
"Comienza la Vuelta a Andalucía femenina, que llegará a Málaga el viernes",0,72,12
"Miguel Ríos, Serrat, Ana Belén y Víctor Manuel intentaron colarse en el reencuentro de OT",1,89,15
La lesión de Laporte le abre la puerta de España a Nacho ante Croacia,0,69,14
Reino Unido confirma que el 80% de los británicos que residen en la Costa del Sol son espías retirados,1,102,19
Voltaire gana el combate intelectual,0,36,5
Diez señales que indican que ha llegado el momento de pedirle matrimonio a tu casero,1,84,15
Diego Carrasco y el Puerto de la Torre tienen al fin su pabellón de balonmano,0,77,15
Otis sale de la lista de nombres de huracanes por la «muerte y destrucción» que causó en Acapulco,0,97,18
Así eran las orgías en la mansión Playboy,1,41,8
Dazn compra los derechos de la Euroliga a partir de 2019,0,56,11
Los recortes en ciencia obligan a que en España E=mc1,1,53,10
Da por digerida una fajita que tomó en 2012,1,43,9
"Napoleón y Josefina, las miserias de una relación tóxica mitificada por la historia",0,83,13
"Natalia Fischer, la ascensión del infierno a la gloria",0,54,9
Tres destinos para viajar con niños,1,35,6
La ausencia de manifestaciones por el 8 de marzo provoca la desaparición del coronavirus,1,88,14
Nuevas tecnologías vs. emociones,0,32,4
La Universidad Pompeu Fabra destituye a un directivo de su escuela de negocios tras una denuncia por acoso laboral de varias trabajadoras,0,137,22
Dormilón. ¿Cómo sabemos si soy real?,0,36,6
Los mejores colegios electorales donde pasar tus vacaciones de julio,1,68,10
Canadá pone en marcha un programa nuclear con la esperanza de mejorar la relación con Trump,1,91,16
"Damián Quintero, subcampeón de Europa por sexta vez",0,51,8
‘Para leer a Cervantes’,0,23,4
¿Qué están haciendo ahora los protagonistas de ‘Salvados por la campana’?,1,73,11
Más de 120 remeras participarán en la II Regata Nacional BCS este sábado,0,72,13
Trenes decentes entre España y Portugal,0,39,6
El descubrimiento de un planeta gigante tan ligero como el algodón de azúcar tiene sello andaluz,0,96,16
Muere el misionero que inspiró la postura del misionero,1,55,9
Torremolinos elabora un nuevo pliego para licitar el proyecto de restauración de la Casa de María Barrabino,0,107,17
El PSOE reforzará a Pedro Sánchez con otro Pedro Sánchez en el último tramo de la campaña,1,89,17
"Asturias trabaja en los cultivos del futuro, un campo verde y digital",0,69,12
"El fútbol es un deporte que disfruto mucho, especialmente los partidos decisivos.",0,81,12
Y volvió Jesús de entre los muertos coincidiendo con la victoria del Betis tras dos derrotas consecutivas,1,105,17
